class,gazex,gazey,fps
1.0,880.0,360.0,17.173301014600753
1.0,880.0,360.0,19.63993257164263
1.0,880.0,360.0,13.046777113493135
1.0,860.0,360.0,23.01691845884529
1.0,860.0,360.0,23.589215212085083
1.0,860.0,360.0,12.826578511992318
1.0,860.0,360.0,23.51620897296449
1.0,860.0,360.0,23.45519007728356
1.0,860.0,360.0,23.87318644665919
1.0,860.0,360.0,9.1635511976859
1.0,860.0,371.25,20.60961515782853
1.0,840.0,393.75,23.362040827693765
1.0,860.0,382.5,23.63187875031693
4.0,-1.0,-1.0,9.23454800450025
1.0,840.0,405.0,20.563337745746924
3.0,620.0,686.25,23.516077125348318
4.0,-1.0,-1.0,13.495186615186617
4.0,-1.0,-1.0,23.782491593946503
4.0,-1.0,-1.0,23.86042039992036
4.0,-1.0,-1.0,22.275529496739107
4.0,-1.0,-1.0,9.275965402316393
4.0,-1.0,-1.0,16.244210950298797
4.0,-1.0,-1.0,23.296253096499704
4.0,-1.0,-1.0,24.075723396072625
4.0,-1.0,-1.0,9.484719040651989
4.0,-1.0,-1.0,23.977727597541804
4.0,-1.0,-1.0,23.79679441717965
4.0,-1.0,-1.0,13.217691641062002
4.0,-1.0,-1.0,23.615246889251733
4.0,-1.0,-1.0,23.6430685283623
4.0,-1.0,-1.0,23.71217294950363
4.0,-1.0,-1.0,9.337794846106751
4.0,-1.0,-1.0,23.5588732552588
4.0,-1.0,-1.0,23.354886129517237
4.0,-1.0,-1.0,23.084946887555727
4.0,-1.0,-1.0,9.338293803197589
4.0,-1.0,-1.0,24.06329208332616
4.0,-1.0,-1.0,23.70145340295201
4.0,-1.0,-1.0,13.270930100110109
4.0,-1.0,-1.0,24.076276196981787
4.0,-1.0,-1.0,23.956910388000708
4.0,-1.0,-1.0,23.346566177207297
4.0,-1.0,-1.0,9.27520643246662
4.0,-1.0,-1.0,23.52715748141916
4.0,-1.0,-1.0,18.71204104394379
4.0,-1.0,-1.0,13.354848980787478
4.0,-1.0,-1.0,15.910959709572058
4.0,-1.0,-1.0,24.498723752226866
4.0,-1.0,-1.0,23.247315999800467
4.0,-1.0,-1.0,9.241547373268435
4.0,-1.0,-1.0,22.31748768210793
4.0,-1.0,-1.0,24.31410104054955
4.0,-1.0,-1.0,22.748273935751904
4.0,-1.0,-1.0,9.486993085446867
4.0,-1.0,-1.0,23.905161407988327
4.0,-1.0,-1.0,23.89916809116809
4.0,-1.0,-1.0,13.305788899322389
4.0,-1.0,-1.0,22.539599969906387
4.0,-1.0,-1.0,21.97765714405483
4.0,-1.0,-1.0,24.08706089093843
4.0,-1.0,-1.0,8.822294345432784
4.0,-1.0,-1.0,16.90842538095622
4.0,-1.0,-1.0,23.6590723202148
4.0,-1.0,-1.0,24.10159401468746
4.0,-1.0,-1.0,8.986844247893794
4.0,-1.0,-1.0,20.53565081152537
4.0,-1.0,-1.0,4.838541252092338
4.0,-1.0,-1.0,13.042273930091762
4.0,-1.0,-1.0,0.3794344430217438
4.0,-1.0,-1.0,23.54234396048496
4.0,-1.0,-1.0,23.08405752433997
4.0,-1.0,-1.0,13.118104424302702
4.0,-1.0,-1.0,22.99533986118269
4.0,-1.0,-1.0,22.68196714219276
4.0,-1.0,-1.0,23.03018855492472
4.0,-1.0,-1.0,9.279782646692464
4.0,-1.0,-1.0,23.31373431828667
4.0,-1.0,-1.0,21.928478815508804
4.0,-1.0,-1.0,12.501278650412804
4.0,-1.0,-1.0,22.41504916631039
4.0,-1.0,-1.0,23.35475608465903
4.0,-1.0,-1.0,22.903173667081667
4.0,-1.0,-1.0,8.986536170650394
4.0,-1.0,-1.0,23.12542178506054
4.0,-1.0,-1.0,22.830865702839223
4.0,-1.0,-1.0,9.15073621652991
4.0,-1.0,-1.0,23.118283837114447
4.0,-1.0,-1.0,18.23372603573447
4.0,-1.0,-1.0,21.916333120839383
4.0,-1.0,-1.0,9.097661545535985
4.0,-1.0,-1.0,22.61360707796654
4.0,-1.0,-1.0,22.81782424911733
4.0,-1.0,-1.0,22.8107508402493
4.0,-1.0,-1.0,9.05035160894267
4.0,-1.0,-1.0,16.32063005361993
4.0,-1.0,-1.0,23.026395537792613
4.0,-1.0,-1.0,8.893038955641922
4.0,-1.0,-1.0,21.124886677277036
4.0,-1.0,-1.0,20.527911825451984
4.0,-1.0,-1.0,20.869052950015423
4.0,-1.0,-1.0,8.768292606444248
4.0,-1.0,-1.0,20.36376347897013
4.0,-1.0,-1.0,22.615436046198145
4.0,-1.0,-1.0,23.2840964604521
4.0,-1.0,-1.0,8.419473790917504
4.0,-1.0,-1.0,22.523380947266677
4.0,-1.0,-1.0,19.93139989640605
4.0,-1.0,-1.0,9.178349942447996
4.0,-1.0,-1.0,22.400683614612262
4.0,-1.0,-1.0,17.522482213504787
4.0,-1.0,-1.0,22.884804041925157
4.0,-1.0,-1.0,9.203585495638816
4.0,-1.0,-1.0,22.969020902813146
4.0,-1.0,-1.0,23.11573563775848
4.0,-1.0,-1.0,23.470677768824423
4.0,-1.0,-1.0,9.16277047765726
4.0,-1.0,-1.0,23.247702557394494
4.0,-1.0,-1.0,23.15772503160905
4.0,-1.0,-1.0,9.327515733760311
4.0,-1.0,-1.0,23.436317512823663
4.0,-1.0,-1.0,15.625725068269112
4.0,-1.0,-1.0,18.985881575433307
4.0,-1.0,-1.0,9.399190123722382
4.0,-1.0,-1.0,23.734446972011902
4.0,-1.0,-1.0,23.165143239018896
4.0,-1.0,-1.0,22.81248776242793
4.0,-1.0,-1.0,9.146246472822744
4.0,-1.0,-1.0,14.231970411591057
4.0,-1.0,-1.0,22.076794728060342
4.0,-1.0,-1.0,9.256721892524755
4.0,-1.0,-1.0,23.012498491183024
4.0,-1.0,-1.0,22.2378546320204
4.0,-1.0,-1.0,22.906425786156653
4.0,-1.0,-1.0,9.120114112755928
4.0,-1.0,-1.0,23.092318534179
4.0,-1.0,-1.0,22.941632708874607
4.0,-1.0,-1.0,23.225560662273654
4.0,-1.0,-1.0,8.600965846756417
4.0,-1.0,-1.0,22.503683275835243
4.0,-1.0,-1.0,22.422598459293155
4.0,-1.0,-1.0,9.24211755632678
4.0,-1.0,-1.0,18.916694103055587
4.0,-1.0,-1.0,21.30007363583272
4.0,-1.0,-1.0,22.937116170205783
4.0,-1.0,-1.0,5.03151245131099
4.0,-1.0,-1.0,17.120376833245576
4.0,-1.0,-1.0,23.305702648789516
4.0,-1.0,-1.0,23.32812743331331
4.0,-1.0,-1.0,6.987536963457197
4.0,-1.0,-1.0,22.46270679027222
4.0,-1.0,-1.0,19.97087910256593
4.0,-1.0,-1.0,9.334698346849937
4.0,-1.0,-1.0,20.44635536251383
4.0,-1.0,-1.0,22.9958441615404
0.0,640.0,618.75,21.33528663716364
0.0,640.0,618.75,8.909114081072584
0.0,700.0,596.25,5.23049027615835
3.0,600.0,663.75,22.422718330339578
3.0,600.0,663.75,22.801078542228407
4.0,-1.0,-1.0,9.232434003006816
1.0,840.0,382.5,22.901047780768664
1.0,840.0,382.5,22.921071758411703
1.0,840.0,382.5,12.886795525281666
4.0,-1.0,-1.0,21.856717040125066
4.0,-1.0,-1.0,19.551859482943478
1.0,840.0,360.0,22.6310552839738
4.0,-1.0,-1.0,9.381257632623118
4.0,-1.0,-1.0,21.367785583648768
4.0,-1.0,-1.0,21.332248319075568
4.0,-1.0,-1.0,23.22517484066381
4.0,-1.0,-1.0,9.192612252859607
4.0,-1.0,-1.0,22.015379205005328
4.0,-1.0,-1.0,23.541154746336343
4.0,-1.0,-1.0,13.09659993942403
4.0,-1.0,-1.0,21.719428521124936
4.0,-1.0,-1.0,23.140987586206897
4.0,-1.0,-1.0,14.29746386692119
4.0,-1.0,-1.0,7.42843783871859
4.0,-1.0,-1.0,21.33648049893427
4.0,-1.0,-1.0,22.389802008210065
4.0,-1.0,-1.0,23.571186116824585
4.0,-1.0,-1.0,9.352703368646855
4.0,-1.0,-1.0,13.903708712889667
4.0,-1.0,-1.0,22.80752582925503
4.0,-1.0,-1.0,13.183085133801445
4.0,-1.0,-1.0,20.60627379694908
4.0,-1.0,-1.0,22.32342672230265
4.0,-1.0,-1.0,23.566550734083616
4.0,-1.0,-1.0,9.250433927267837
4.0,-1.0,-1.0,21.519072807589104
4.0,-1.0,-1.0,22.642417175463315
4.0,-1.0,-1.0,9.38512004654181
4.0,-1.0,-1.0,21.65204373457778
4.0,-1.0,-1.0,21.96430666108085
4.0,-1.0,-1.0,23.548820679239352
4.0,-1.0,-1.0,8.745968263235815
4.0,-1.0,-1.0,15.549317495977638
4.0,-1.0,-1.0,23.59173617868573
4.0,-1.0,-1.0,23.48460789034592
4.0,-1.0,-1.0,9.280645039949905
4.0,-1.0,-1.0,22.097265174304965
4.0,-1.0,-1.0,23.386530022804955
4.0,-1.0,-1.0,9.388607345593895
4.0,-1.0,-1.0,23.362691472177357
4.0,-1.0,-1.0,23.115098675690124
4.0,-1.0,-1.0,23.1760233401114
4.0,-1.0,-1.0,9.255925216485563
4.0,-1.0,-1.0,10.924857328162158
4.0,-1.0,-1.0,17.88120137275382
4.0,-1.0,-1.0,23.391225301292167
4.0,-1.0,-1.0,9.32683126418992
4.0,-1.0,-1.0,23.220545980988657
4.0,-1.0,-1.0,23.20988091548984
4.0,-1.0,-1.0,21.431219661744414
4.0,-1.0,-1.0,9.29875116669364
4.0,-1.0,-1.0,12.138438786938666
4.0,-1.0,-1.0,23.312438513314472
4.0,-1.0,-1.0,13.009103230949124
4.0,-1.0,-1.0,23.151717209630945
4.0,-1.0,-1.0,23.12427431759666
4.0,-1.0,-1.0,23.064508856151463
4.0,-1.0,-1.0,9.419306156914176
4.0,-1.0,-1.0,21.11340206185567
4.0,-1.0,-1.0,19.35400872113144
4.0,-1.0,-1.0,9.364125096001
4.0,-1.0,-1.0,23.968821075490027
4.0,-1.0,-1.0,24.498008293908065
4.0,-1.0,-1.0,24.43022978128549
4.0,-1.0,-1.0,9.85883658176553
4.0,-1.0,-1.0,24.634989251606385
4.0,-1.0,-1.0,24.62645537439011
4.0,-1.0,-1.0,23.945558346654487
4.0,-1.0,-1.0,9.54769861142727
4.0,-1.0,-1.0,23.909113192382016
4.0,-1.0,-1.0,23.966081938174963
4.0,-1.0,-1.0,24.290163602142755
4.0,-1.0,-1.0,0.3326724254852707
4.0,-1.0,-1.0,23.47593247660413
4.0,-1.0,-1.0,22.26902472563938
4.0,-1.0,-1.0,13.001199594555638
4.0,-1.0,-1.0,19.01954418073152
4.0,-1.0,-1.0,23.626953279030204
4.0,-1.0,-1.0,23.1278445903845
4.0,-1.0,-1.0,9.227112633452348
4.0,-1.0,-1.0,23.166422720669868
4.0,-1.0,-1.0,15.435898190811264
