class,gazex,gazey,fps
3.0,359.4375,382.5,27.397456414812105
3.0,359.4375,397.5,26.7546772639999
3.0,359.4375,412.5,29.319110564320518
3.0,359.4375,412.5,27.73185229263777
3.0,359.4375,412.5,14.21677484958902
3.0,372.75,412.5,27.97638787911128
3.0,372.75,412.5,28.43711608607808
3.0,359.4375,435.0,28.67253200987128
3.0,372.75,435.0,14.031010500751009
3.0,359.4375,412.5,23.800035181097535
3.0,359.4375,412.5,28.698035620206223
3.0,359.4375,412.5,18.34569996413356
3.0,372.75,412.5,29.637744755121226
0.0,386.0625,307.5,29.223711713720352
1.0,812.0625,172.5,23.97992098748492
0.0,399.375,307.5,14.413415807560137
0.0,399.375,307.5,26.75245882818181
0.0,399.375,307.5,25.567229503200245
1.0,812.0625,172.5,23.515154233430135
1.0,812.0625,172.5,14.068661091936097
1.0,812.0625,172.5,28.84665749656121
1.0,812.0625,180.0,28.837137671195205
1.0,812.0625,172.5,18.56732935807027
1.0,812.0625,172.5,19.51211161198182
1.0,812.0625,165.0,17.115346791207088
1.0,812.0625,157.5,28.997027225087454
1.0,812.0625,157.5,14.425312972898611
1.0,812.0625,157.5,19.68168103347145
1.0,812.0625,157.5,29.51012798052501
1.0,718.875,232.5,17.32603550051429
1.0,718.875,232.5,28.82920928186517
1.0,718.875,232.5,29.54942159473588
1.0,718.875,232.5,28.953990376982077
1.0,798.75,142.5,13.157568818131912
1.0,785.4375,135.0,26.605838397422072
1.0,785.4375,135.0,27.979000593693502
1.0,785.4375,135.0,19.6187117324864
1.0,785.4375,142.5,13.708757411147936
1.0,772.125,135.0,27.90825675864501
1.0,772.125,142.5,27.7388216154014
1.0,772.125,142.5,17.830044465605045
1.0,772.125,142.5,28.880424154788955
1.0,772.125,150.0,17.732276407297018
1.0,772.125,142.5,27.397277454079894
1.0,772.125,142.5,13.342104426051163
1.0,772.125,142.5,29.47052458509577
1.0,772.125,142.5,29.282062022647622
1.0,785.4375,142.5,30.146437530097533
1.0,785.4375,142.5,15.715654940105738
1.0,785.4375,142.5,31.514557708635444
1.0,785.4375,142.5,31.075133545227565
1.0,785.4375,142.5,18.801287395892167
1.0,785.4375,150.0,30.315740780895386
1.0,785.4375,142.5,30.201139121105424
1.0,785.4375,142.5,30.748000498500836
1.0,785.4375,150.0,13.71184972326563
1.0,785.4375,150.0,30.544903725712956
3.0,386.0625,300.0,30.050969743431757
1.0,785.4375,150.0,30.570951683321308
1.0,785.4375,150.0,13.775528368503162
3.0,386.0625,300.0,29.94626626969677
3.0,386.0625,300.0,29.90164682398232
3.0,372.75,300.0,18.353245934923773
3.0,386.0625,300.0,29.45748498788496
3.0,386.0625,300.0,29.869705170203677
3.0,386.0625,300.0,29.78464859644513
1.0,785.4375,165.0,13.66890663190484
1.0,798.75,157.5,29.78401408850764
1.0,798.75,142.5,29.67318004952246
1.0,798.75,142.5,18.456052345561677
1.0,798.75,142.5,29.768582723549827
1.0,798.75,142.5,29.69019388542426
1.0,798.75,150.0,29.99573768147036
1.0,785.4375,150.0,13.613140889366356
1.0,785.4375,142.5,29.992520290321423
1.0,798.75,142.5,29.446937571962145
1.0,798.75,142.5,29.569003440302296
1.0,812.0625,150.0,0.7669777998512237
1.0,812.0625,157.5,27.33906060566557
1.0,812.0625,150.0,27.390120941410025
1.0,812.0625,157.5,19.04035227092176
1.0,812.0625,150.0,26.83598858561429
1.0,812.0625,150.0,27.6348302761965
1.0,812.0625,150.0,26.779275339185958
1.0,812.0625,150.0,13.749021510381496
1.0,812.0625,157.5,29.123875124986117
1.0,812.0625,157.5,28.833965792223506
1.0,812.0625,157.5,28.536756951673368
1.0,812.0625,157.5,14.336021000030762
1.0,812.0625,150.0,28.55093733407757
1.0,812.0625,150.0,20.06047359182717
1.0,812.0625,157.5,18.76327067433725
1.0,812.0625,150.0,26.291137256868485
1.0,812.0625,150.0,26.712589799765627
1.0,812.0625,135.0,27.633373741632848
1.0,825.375,127.5,13.815367082019916
1.0,812.0625,120.0,27.81202713365913
1.0,812.0625,120.0,28.126661391344
1.0,812.0625,120.0,28.28408815040596
1.0,812.0625,120.0,14.269155139449278
1.0,812.0625,120.0,29.12084204094952
1.0,812.0625,135.0,28.03304371073386
1.0,812.0625,135.0,17.848785698175675
1.0,812.0625,135.0,20.859815686996136
1.0,812.0625,135.0,26.73949686978031
1.0,812.0625,135.0,26.81848640630195
1.0,812.0625,135.0,13.77014649008188
1.0,812.0625,142.5,28.198707820977404
1.0,812.0625,157.5,27.81516260809592
1.0,812.0625,150.0,17.29075131402659
1.0,812.0625,150.0,27.700167747559732
1.0,812.0625,150.0,28.107624159814502
1.0,812.0625,157.5,27.740289287627565
1.0,812.0625,150.0,13.26690031251186
1.0,812.0625,150.0,27.70638905036199
1.0,812.0625,150.0,28.128736310533764
1.0,812.0625,150.0,29.4856484052612
1.0,812.0625,150.0,12.23624688937706
1.0,812.0625,135.0,28.445601898948794
1.0,812.0625,120.0,29.269801392901503
1.0,812.0625,120.0,14.038712441467766
1.0,812.0625,120.0,27.932418303265205
1.0,812.0625,120.0,24.731440970789063
1.0,812.0625,120.0,26.23965566858101
1.0,812.0625,135.0,14.08902922405106
1.0,812.0625,150.0,29.24327188554536
1.0,812.0625,150.0,21.56144102648462
1.0,812.0625,150.0,27.842859229165835
1.0,812.0625,150.0,13.317702942129026
1.0,812.0625,150.0,29.501617758771065
1.0,812.0625,135.0,29.57004575481342
1.0,812.0625,150.0,18.807610386931582
1.0,812.0625,135.0,29.62413832071421
1.0,812.0625,150.0,13.835053518710932
1.0,812.0625,135.0,27.521860379661284
1.0,812.0625,135.0,13.349790728392508
1.0,812.0625,135.0,29.98887474796585
1.0,812.0625,120.0,29.0802595817849
1.0,812.0625,120.0,13.346944490408973
1.0,812.0625,97.5,29.192591716141067
1.0,812.0625,120.0,27.50958568083585
1.0,812.0625,120.0,27.192126913327325
1.0,812.0625,120.0,14.238299403555583
1.0,812.0625,120.0,29.373933748861965
1.0,812.0625,120.0,28.154604159115014
1.0,812.0625,120.0,27.879318023197847
1.0,812.0625,120.0,13.897719666796997
1.0,812.0625,120.0,29.39472559202181
1.0,812.0625,120.0,22.44936146525793
1.0,812.0625,120.0,14.186576831623558
1.0,812.0625,120.0,29.33141254711637
1.0,812.0625,120.0,29.7457820644658
1.0,812.0625,120.0,28.39303290618252
1.0,812.0625,120.0,13.976587413985571
1.0,812.0625,120.0,28.323624945132863
1.0,812.0625,120.0,28.73519497958401
1.0,812.0625,127.5,29.146744682181748
1.0,812.0625,135.0,13.813456110710415
1.0,812.0625,135.0,29.531944855167364
1.0,812.0625,135.0,27.90918527587767
1.0,812.0625,135.0,14.504329543253936
1.0,812.0625,135.0,29.11134246727467
1.0,812.0625,127.5,29.517812152518754
1.0,812.0625,135.0,29.419467065070247
1.0,812.0625,135.0,13.554323237807164
1.0,812.0625,135.0,30.056353369449937
