class,gazex,gazey,fps
3.0,620.0,438.75,19.70572289015114
3.0,620.0,438.75,22.900797702442247
3.0,620.0,438.75,23.73323827145824
3.0,620.0,427.5,14.440212077394476
3.0,620.0,427.5,21.412073410419374
3.0,-1.0,-1.0,22.186567361555596
3.0,620.0,427.5,21.65595650535164
3.0,620.0,427.5,11.116687605023085
3.0,620.0,416.25,23.92916476494751
3.0,640.0,427.5,23.519109994616905
3.0,620.0,416.25,14.786690827557518
3.0,620.0,416.25,23.714586183890628
3.0,620.0,416.25,18.647732779662373
3.0,620.0,416.25,17.4766307631409
3.0,620.0,416.25,10.948241073549411
3.0,640.0,416.25,22.348048017646963
3.0,640.0,427.5,22.300756596961914
3.0,640.0,427.5,23.362691472177357
3.0,-1.0,-1.0,9.26590376883312
3.0,-1.0,-1.0,23.866530101285992
3.0,-1.0,-1.0,23.731626862209247
3.0,-1.0,-1.0,15.082975525204796
3.0,-1.0,-1.0,23.83845135182754
3.0,-1.0,-1.0,18.627856264128653
3.0,-1.0,-1.0,22.93222525970476
3.0,-1.0,-1.0,10.938847044586783
3.0,-1.0,-1.0,23.628284285006085
3.0,-1.0,-1.0,23.61963542575897
3.0,-1.0,-1.0,23.799359949159083
3.0,-1.0,-1.0,11.12476659310813
3.0,-1.0,-1.0,24.202981009480837
3.0,-1.0,-1.0,23.987326642074866
3.0,620.0,438.75,14.925870701650124
3.0,620.0,438.75,23.689271695235945
3.0,620.0,438.75,20.661290719841578
3.0,620.0,438.75,20.25891274422199
3.0,620.0,438.75,11.220776997201698
3.0,620.0,438.75,24.125577355582013
3.0,620.0,438.75,23.890728061881276
3.0,620.0,438.75,23.608069164265128
3.0,620.0,438.75,11.245114467182676
3.0,620.0,438.75,23.938724958621084
3.0,620.0,438.75,23.731358315274893
3.0,620.0,438.75,14.86925293977928
3.0,620.0,438.75,23.61817239903597
3.0,620.0,438.75,19.16712669311057
3.0,620.0,438.75,22.839319553048288
3.0,620.0,438.75,9.478096202257042
3.0,620.0,438.75,22.856868825032837
3.0,620.0,438.75,22.30087516881294
3.0,620.0,438.75,14.293273719866688
3.0,620.0,438.75,23.02058200419324
3.0,620.0,438.75,23.75972355973489
3.0,620.0,438.75,19.098614380751595
3.0,620.0,438.75,11.254256934792291
3.0,620.0,438.75,24.048529327446825
3.0,640.0,427.5,23.48763264734705
3.0,600.0,438.75,23.02677478328182
3.0,-1.0,-1.0,11.211688822002614
3.0,-1.0,-1.0,23.834387448359728
3.0,-1.0,-1.0,23.90257301609916
3.0,-1.0,-1.0,14.8219620537213
3.0,-1.0,-1.0,21.267240985909066
3.0,-1.0,-1.0,23.76255035154015
3.0,-1.0,-1.0,23.48815877158105
3.0,-1.0,-1.0,10.940416352572012
3.0,-1.0,-1.0,23.829918754616216
3.0,-1.0,-1.0,22.1592561284869
3.0,-1.0,-1.0,22.30526321387357
3.0,-1.0,-1.0,10.74357903796353
3.0,-1.0,-1.0,23.8676165980015
3.0,-1.0,-1.0,22.206771674387824
3.0,-1.0,-1.0,14.880753279098563
3.0,-1.0,-1.0,22.32794250731967
3.0,-1.0,-1.0,22.755061739111564
3.0,-1.0,-1.0,23.73995483283053
3.0,-1.0,-1.0,0.5377679605839782
3.0,-1.0,-1.0,24.4668548895163
3.0,-1.0,-1.0,24.2211506811344
3.0,-1.0,-1.0,23.86748078050224
3.0,-1.0,-1.0,10.978272761775138
3.0,-1.0,-1.0,23.427808591808123
3.0,-1.0,-1.0,23.2809946714032
3.0,-1.0,-1.0,14.614095970787863
3.0,-1.0,-1.0,23.151333837466677
3.0,-1.0,-1.0,18.9694809776218
3.0,-1.0,-1.0,22.283695403856065
3.0,-1.0,-1.0,10.881718533124053
3.0,-1.0,-1.0,16.597498288531778
3.0,-1.0,-1.0,21.883858041761016
3.0,-1.0,-1.0,14.49630878978074
