class,gazex,gazey,fps
4.0,-1.0,-1.0,19.89075578445181
4.0,-1.0,-1.0,21.31176228487808
4.0,-1.0,-1.0,22.15539344894434
4.0,-1.0,-1.0,9.189893164827652
4.0,-1.0,-1.0,21.41316656030632
4.0,-1.0,-1.0,21.698304716478447
4.0,-1.0,-1.0,21.719203583357068
4.0,-1.0,-1.0,6.0275112810048
4.0,-1.0,-1.0,21.66311494460657
4.0,-1.0,-1.0,22.067734722331835
4.0,-1.0,-1.0,22.07458711830153
4.0,-1.0,-1.0,5.6385360764871
4.0,-1.0,-1.0,21.87552611677576
4.0,-1.0,-1.0,22.252130086476736
4.0,-1.0,-1.0,9.140625544823738
4.0,-1.0,-1.0,20.646746674805318
4.0,-1.0,-1.0,20.76480635275829
4.0,-1.0,-1.0,18.944376945000247
4.0,-1.0,-1.0,5.9983839574165625
4.0,-1.0,-1.0,20.993248011692103
4.0,-1.0,-1.0,21.155466783684133
4.0,-1.0,-1.0,20.228623791265765
4.0,-1.0,-1.0,6.078005561682068
4.0,-1.0,-1.0,20.66190140740996
3.0,399.0,301.875,20.267919185476195
3.0,399.0,301.875,9.257641304539757
3.0,382.375,301.875,19.093224081028797
3.0,382.375,301.875,18.77343263941419
3.0,382.375,301.875,20.441871119298963
3.0,382.375,301.875,6.033945315759339
3.0,382.375,301.875,20.27997292331496
3.0,382.375,301.875,19.07993522208272
3.0,382.375,301.875,20.723972152636755
3.0,382.375,301.875,6.025398503671865
3.0,382.375,301.875,16.689628827911122
3.0,382.375,301.875,21.525809597126
3.0,399.0,301.875,9.300111974633865
3.0,415.625,288.75,18.808285090335108
3.0,432.25,288.75,19.73548648165401
3.0,432.25,288.75,19.43309873837643
4.0,-1.0,-1.0,5.991332196291186
4.0,-1.0,-1.0,20.51305325964689
4.0,-1.0,-1.0,20.41639813471704
4.0,-1.0,-1.0,18.56453518994737
4.0,-1.0,-1.0,5.871373877499598
4.0,-1.0,-1.0,18.03815520118353
4.0,-1.0,-1.0,21.69022562612154
4.0,-1.0,-1.0,9.19120215453862
4.0,-1.0,-1.0,21.51675456056471
4.0,-1.0,-1.0,20.85577047387002
3.0,465.5,275.625,20.97519065836521
3.0,465.5,275.625,6.012296074802794
4.0,-1.0,-1.0,21.60442152868276
4.0,-1.0,-1.0,20.546615981502526
4.0,-1.0,-1.0,21.237197338707222
4.0,-1.0,-1.0,6.011813489623422
4.0,-1.0,-1.0,20.9826407996238
4.0,-1.0,-1.0,20.07084100969016
3.0,465.5,301.875,9.355081466281549
3.0,482.125,341.25,11.793148435566952
4.0,-1.0,-1.0,21.01365237300788
4.0,-1.0,-1.0,21.04391105402585
3.0,482.125,354.375,5.951849423731315
3.0,482.125,354.375,21.39568954523427
3.0,482.125,288.75,21.09906384091835
3.0,515.375,275.625,21.21142117347197
3.0,498.75,288.75,0.1360836239122413
3.0,465.5,288.75,21.86309709972686
3.0,465.5,288.75,21.602084856975104
3.0,465.5,288.75,9.399674598514627
3.0,448.875,288.75,21.26616268398664
3.0,415.625,288.75,21.09163687198596
3.0,399.0,315.0,21.186135553153445
3.0,382.375,288.75,6.02540715957265
3.0,365.75,288.75,21.161337194635884
3.0,365.75,288.75,21.268858643840897
3.0,382.375,301.875,6.025121527977292
3.0,415.625,301.875,21.650255510246215
3.0,432.25,315.0,21.25215470285115
3.0,465.5,315.0,21.112126764249904
