,index,yaw,pitch,class,fps,hleft,htop,hright,hbottom,gazex,gazey
0,0,0.2193754979502961,-0.0204754477249652,3,31.29657210225492,297.0,45.0,354.2236328125,132.3798828125,232.0,97.0
1,1,-0.778965297784362,-0.0546999972096825,3,28.35042752374193,300.0,52.0,354.8536071777344,135.17918395996094,626.0,116.0
2,2,-0.3091181677315683,-0.03233397142687,3,29.107099979874945,301.0,52.0,357.7168273925781,137.40200805664062,459.0,108.0
3,3,0.5614361694178176,-0.0563247917907398,3,27.97508170479557,302.0,52.0,360.5101013183594,137.90208435058594,105.0,118.0
4,4,0.3842701768486233,-0.0474378232331454,3,32.45837750829973,300.0,50.0,360.7630310058594,135.74627685546875,170.0,112.0
5,5,42.0,42.0,3,37.6731636337507,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,6,42.0,42.0,4,46.49282816414304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,7,42.0,42.0,4,54.52742424045449,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,8,42.0,42.0,4,49.24972993283547,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,9,42.0,42.0,4,53.78071266460655,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10,10,42.0,42.0,4,51.60632420793602,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,11,42.0,42.0,4,45.88301445089867,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12,12,42.0,42.0,4,52.16212115559203,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,13,42.0,42.0,4,47.24485796030548,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14,14,42.0,42.0,4,55.59640518544047,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15,15,42.0,42.0,4,54.58277266634567,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16,16,42.0,42.0,4,42.65712019201432,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17,17,42.0,42.0,4,52.325457221986575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18,18,42.0,42.0,4,45.91867924941429,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,19,-2.6138667772501987,-0.106845223985652,4,23.781008323316627,339.0,75.0,388.543701171875,147.191650390625,576.0,156.0
