,index,yaw,pitch,class,fps,hleft,htop,hright,hbottom,gazex,gazey
0,0,42.0,42.0,4,25.29676002991484,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,1,42.0,42.0,4,25.99700008677435,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,2,42.0,42.0,4,27.701997252456938,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,3,42.0,42.0,4,27.936325247439022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,4,42.0,42.0,4,28.24789536778869,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,5,42.0,42.0,4,28.485978769500345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,6,42.0,42.0,4,27.042230274271123,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,7,42.0,42.0,4,28.021993733255837,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,8,42.0,42.0,4,28.313873737646485,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,9,42.0,42.0,4,28.32706815158003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10,10,42.0,42.0,4,28.67625663184379,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,11,42.0,42.0,4,26.44863573018545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12,12,42.0,42.0,4,26.85334169905181,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,13,42.0,42.0,4,28.157250268528465,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14,14,42.0,42.0,4,28.35272724814612,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15,15,42.0,42.0,4,28.38400216552751,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16,16,42.0,42.0,4,27.92200512598609,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17,17,42.0,42.0,4,25.718199488616506,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18,18,42.0,42.0,4,28.01862428772788,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,19,42.0,42.0,4,27.71389492741653,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,20,42.0,42.0,4,28.042039954002085,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21,21,42.0,42.0,4,26.071333557105383,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22,22,42.0,42.0,4,27.258219440707595,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23,23,42.0,42.0,4,27.757913476238063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24,24,1.552462060586355,-0.7607117253568497,4,21.87461341483131,435.0,20.0,508.7782897949219,91.6888198852539,86.0,422.0
25,25,1.3119594393923513,-0.9658813894204452,0,22.060306423533497,428.0,22.0,500.108642578125,91.86189270019533,172.0,494.0
26,26,1.4628104709143637,-0.886685636504214,0,21.46027782752181,426.0,21.0,494.4682312011719,91.03654479980467,126.0,468.0
27,27,1.4614469324362431,-0.8688115645320381,0,21.48182064952957,426.0,21.0,494.4207458496094,91.26205444335938,119.0,462.0
28,28,1.3967731306281048,-0.762463819038013,3,21.01607407704333,421.0,22.0,489.3039245605469,91.5390167236328,76.0,423.0
29,29,0.7295812364265866,-0.8164684648870758,0,20.854111353082143,415.0,22.0,484.4214782714844,95.56233978271484,206.0,446.0
30,30,1.4862058084584917,-1.036927603084925,0,21.50914097876421,412.0,23.0,479.2143859863281,95.6710205078125,175.0,517.0
31,31,-2.509943307296472,-0.7475727538028348,3,21.28969448406434,404.0,24.0,473.6740112304688,93.76073455810548,668.0,420.0
32,32,-2.409192727465467,-0.7574837077995646,3,21.340931524692422,399.0,25.0,469.80511474609375,96.34833526611328,692.0,426.0
33,33,-2.4363045063108006,-0.7595740229391679,3,21.545049209969385,399.0,25.0,469.7150573730469,96.40191650390624,684.0,426.0
34,34,-1.8374341456625016,-0.8884087017294952,1,21.26120390318084,395.0,25.0,464.6087951660156,97.83942413330078,753.0,474.0
35,35,1.1402289586080088,-1.1168650463647436,0,21.605756996636256,393.0,25.0,462.65631103515625,98.76618194580078,215.0,539.0
36,36,-2.15436003591991,-1.1146996300824,1,21.11595311933626,392.0,29.0,460.9286193847656,98.0314712524414,622.0,541.0
37,37,-1.6006193367879853,-1.1828636376571418,1,21.741044261640774,389.0,28.0,463.744873046875,96.43069458007812,627.0,554.0
38,38,-1.6686167636365428,-1.1729698610494428,1,21.33669757906571,387.0,32.0,463.14947509765625,97.74078369140624,630.0,554.0
39,39,-1.7200113784592734,-1.188573854508435,1,21.30678221820343,386.0,33.0,463.4613342285156,97.8750228881836,620.0,559.0
40,40,42.0,42.0,4,25.96818910702898,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
41,41,42.0,42.0,4,26.978567936810148,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42,42,42.0,42.0,4,28.0856033212803,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,43,42.0,42.0,4,27.801703509760383,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
44,44,42.0,42.0,4,27.744142666260963,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
45,45,42.0,42.0,4,28.21691950620606,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
46,46,42.0,42.0,4,26.687095173256303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
47,47,42.0,42.0,4,28.139681858131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
48,48,42.0,42.0,4,27.28712510571856,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
49,49,42.0,42.0,4,27.7107822410148,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
50,50,-2.2267528769895883,-0.4958883181399153,3,21.119355488418933,427.0,43.0,497.3916931152344,105.63967895507812,833.0,327.0
51,51,-2.260039993770598,-0.4987717226521441,3,20.69472801282842,427.0,43.0,497.0911254882813,105.57941436767578,823.0,328.0
52,52,42.0,42.0,4,28.018811457887985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
53,53,42.0,42.0,4,24.306633132048358,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
54,54,42.0,42.0,4,27.81571600050401,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
55,55,42.0,42.0,4,27.56998152931974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
56,56,42.0,42.0,4,27.59301606515532,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
57,57,42.0,42.0,4,28.363464230407704,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
58,58,-2.425806325293708,-0.5541665385902284,3,16.96917126535368,465.0,26.0,543.3834838867188,100.0307388305664,801.0,343.0
59,59,-2.591300481753412,-0.3734401659597071,3,22.22807296469416,471.0,24.0,548.5579223632812,100.18111419677734,768.0,256.0
60,60,42.0,42.0,4,25.001812112541725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
61,61,42.0,42.0,4,27.065962856368493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
62,62,-2.5014438286774845,-0.4470555311277864,3,21.38445380293467,476.0,24.0,555.9043579101562,102.01701354980467,802.0,293.0
63,63,-2.495563036358372,-0.4232490015113501,3,20.65335506522028,476.0,24.0,555.2174682617188,102.15706634521484,807.0,282.0
64,64,-2.0734380219850896,-0.5223782488707155,3,21.640425553870127,478.0,24.0,554.000732421875,101.3295440673828,920.0,327.0
65,65,-1.0708079389987497,-0.4737103115300625,3,21.55014129373684,477.0,24.0,553.71826171875,102.80916595458984,930.0,306.0
66,66,-1.4751425046580844,-0.4271297598518135,3,21.50803800811236,477.0,24.0,552.671142578125,101.62803649902344,996.0,282.0
67,67,-0.556133549371361,-0.4736149703630377,3,21.49194750892871,476.0,22.0,550.098388671875,98.97632598876952,763.0,303.0
68,68,-0.279296089844861,-0.5325773568973919,3,21.188490139023603,474.0,20.0,549.2635498046875,98.60440063476562,637.0,329.0
69,69,-0.14633644084211,-0.4903484104403325,3,21.232037095157583,474.0,20.0,549.437744140625,97.94216918945312,579.0,309.0
70,70,-0.0650290674975548,-0.3694331737835739,3,21.204665294917618,474.0,19.0,546.0365600585938,96.15319061279295,542.0,249.0
71,71,-0.1508510315220123,-0.3151390423240194,3,21.35701410458781,472.0,17.0,544.3014526367188,93.8628387451172,584.0,220.0
72,72,-0.1974078810665595,-0.3334690474748168,3,21.199842301588102,472.0,16.0,542.44775390625,91.77670288085938,606.0,227.0
73,73,-0.143411757332985,-0.3042765408698042,3,17.97307234130079,471.0,17.0,540.7828979492188,90.26818084716795,578.0,212.0
74,74,-0.1272730011271048,-0.3006935239392116,3,19.99553779998284,470.0,14.0,538.0294189453125,90.8512954711914,568.0,210.0
75,75,-0.1302911615904916,-0.2940958086546493,3,20.605362704736827,470.0,14.0,538.0405883789062,90.9881362915039,570.0,206.0
76,76,-0.0738159011981622,-0.4059847934288024,3,20.479700004394463,469.0,13.0,537.659912109375,90.18928527832033,539.0,261.0
77,77,-0.0845545656616887,-0.3818506949982864,3,21.078069642040514,469.0,13.0,537.504150390625,89.6014404296875,545.0,249.0
