,index,yaw,pitch,class,fps,hleft,htop,hright,hbottom,gazex,gazey
0,0,-0.1523242922370441,-0.6553714537032016,0,1.959166895935794,574.0,240.0,651.6443481445312,333.8288269042969,689.0,676.0
1,1,-0.647455739995159,-0.4914541549249334,0,19.85131054589514,576.0,240.0,652.4482421875,332.8328857421875,954.0,588.0
2,2,0.5444598490491075,-0.6226012564897765,0,20.88880035061158,574.0,241.0,651.8463745117188,333.393310546875,343.0,660.0
3,3,-0.8685551021190635,-0.6521612793252201,0,20.362774845979445,574.0,241.0,651.7418212890625,332.90155029296875,1000.0,674.0
4,4,-0.7908390015044802,-0.6992635442610156,0,15.775710777030966,574.0,242.0,651.698974609375,332.907958984375,960.0,699.0
5,5,-0.7571204526268779,-0.566690319932435,0,19.419152915902732,573.0,242.0,650.9241943359375,333.12725830078125,982.0,631.0
6,6,-1.126694507632117,-0.6598090790276007,0,20.36247827480071,573.0,242.0,651.2652587890625,333.788330078125,1069.0,679.0
7,7,-0.1185016137608198,-0.6422380747874757,0,20.453733730609617,573.0,242.0,651.4315185546875,333.7221984863281,673.0,670.0
8,8,-1.0660487369727236,-0.68872594845979,0,20.38117914603509,573.0,242.0,651.2806396484375,333.6995544433594,1044.0,694.0
9,9,-1.1741717456493956,-0.7095598576674799,0,20.42574411718872,573.0,242.0,651.8419799804688,334.3190002441406,1060.0,705.0
10,10,-0.3784764698971559,-0.6382364089335227,0,17.683606958252174,573.0,242.0,651.643798828125,334.4508972167969,802.0,669.0
11,11,-0.1599372045291446,-0.6032826859423418,0,19.32974786507948,573.0,243.0,651.6619262695312,334.56744384765625,696.0,651.0
12,12,-0.1997013953973358,-0.6647492428496975,0,19.44733511069897,573.0,242.0,651.7623901367188,335.4450378417969,712.0,683.0
13,13,-0.0436987450626741,-0.6650887958886826,0,15.288651714472136,573.0,243.0,651.96875,335.4981384277344,634.0,684.0
14,14,0.1247059801523774,-0.6904327684024217,0,17.911516518055414,573.0,243.0,652.1981201171875,335.6337890625,551.0,697.0
15,15,-0.3533969492796617,-0.6771278819124948,0,18.617272771659763,573.0,242.0,652.1065673828125,335.7469482421875,785.0,689.0
16,16,-0.356061974582504,-0.6786850322018642,0,20.920474043334263,573.0,243.0,652.4246826171875,335.9128723144531,786.0,691.0
17,17,-0.1533027376215393,-0.6682896492028488,0,20.63445615864848,573.0,243.0,652.4505615234375,335.97625732421875,689.0,686.0
18,18,-0.4086061428897674,-0.63044692906115,0,19.647936741414604,573.0,243.0,651.9490966796875,335.8437194824219,817.0,666.0
19,19,0.2586893482781549,-0.6540422700031431,0,19.0887055300441,572.0,243.0,652.3837280273438,336.3007507324219,482.0,678.0
20,20,-0.453966700472651,-0.6333566988681706,0,17.165359099968487,572.0,243.0,652.26611328125,336.6993408203125,838.0,668.0
21,21,1.1967481611583244,-0.6804046353177283,0,20.53152932653241,570.0,243.0,655.0875854492188,336.0974426269531,149.0,692.0
22,22,1.1195258106098416,-0.5708560365095369,0,19.445802347792224,570.0,243.0,654.55029296875,336.5192565917969,127.0,635.0
23,23,0.6747651253933766,-0.6092716026017119,0,15.757752447647029,570.0,244.0,654.2644653320312,336.3600769042969,284.0,656.0
24,24,0.0055175371464261,-0.6268838858387329,0,19.10722778501599,570.0,244.0,654.2965087890625,336.8124389648437,609.0,665.0
25,25,1.142431126513395,-0.7031871794950292,0,18.32534078993359,569.0,244.0,654.6631469726562,337.241943359375,167.0,704.0
26,26,-0.4217797355379533,-0.7469594278037897,0,20.252945493877235,569.0,244.0,654.3687744140625,337.5224304199219,803.0,725.0
27,27,1.4525557028209044,-0.6175274019809576,0,19.956435888529924,569.0,244.0,654.2039794921875,338.049560546875,93.0,662.0
28,28,1.4610149677074322,-0.5435591679684427,0,16.0102604818762,569.0,243.0,654.314697265625,338.6853942871094,67.0,621.0
29,29,-0.9782312663434698,-0.5740438403343617,0,18.463526832682565,568.0,244.0,653.7275390625,339.2687072753906,1056.0,639.0
30,30,1.6002093431381677,-0.3251466690683192,0,21.127440510970967,568.0,243.0,653.4357299804688,338.2437438964844,4.0,494.0
31,31,1.4594442352965034,-0.3512909214896271,0,20.216338669018803,569.0,243.0,653.3104858398438,338.1708068847656,14.0,510.0
32,32,0.5875220986112528,-0.4809365328318835,0,20.0718975517314,568.0,243.0,650.9017333984375,336.4214172363281,294.0,585.0
33,33,1.5039829413669887,-0.4898069897907194,0,19.65125072035308,567.0,243.0,649.9768676757812,335.8005065917969,45.0,590.0
34,34,-0.2409234006462363,-0.54175594159435,0,18.469136672273645,564.0,243.0,649.63232421875,336.4902038574219,737.0,619.0
35,35,0.4030049824851127,-0.5835752938757554,0,7.139654039552927,565.0,244.0,647.9246826171875,335.3945617675781,397.0,642.0
36,36,-0.2319437540827071,-0.6386707705073147,0,14.62178886049649,564.0,244.0,648.3898315429688,335.3670654296875,724.0,671.0
37,37,1.0112363543650398,-0.6006959575755477,0,20.561321633413403,564.0,244.0,648.780029296875,335.772705078125,159.0,651.0
38,38,1.0127439698581335,-0.6213969750448427,0,20.031157319629973,564.0,244.0,648.3792724609375,335.5600891113281,165.0,662.0
39,39,1.089453928212885,-0.5700578871308402,0,20.74878182708623,566.0,244.0,648.8394775390625,335.20318603515625,129.0,634.0
40,40,0.3169459971236382,-0.5164801460045171,0,19.72685413815322,567.0,244.0,648.43359375,335.33087158203125,434.0,605.0
41,41,-0.4081246433646811,-0.4821224384652958,0,19.041216660991942,568.0,244.0,649.179443359375,335.4237670898437,833.0,586.0
42,42,0.1993812834343082,-0.5302361719831034,0,19.80650157722748,569.0,244.0,649.4269409179688,335.761474609375,500.0,613.0
43,43,-0.2663723017069245,-0.4746245747322867,0,20.800023803738178,568.0,244.0,649.3002319335938,334.5468444824219,758.0,581.0
44,44,0.4039019351402514,-0.5449496043735731,0,21.043699890624843,569.0,244.0,650.3114013671875,334.8779296875,394.0,621.0
45,45,0.3715695616100355,-0.5209230976510962,0,20.650304513295687,569.0,244.0,650.4338989257812,335.60308837890625,407.0,608.0
46,46,-0.75090277042987,-0.4365469637824428,0,20.33266758449516,571.0,245.0,650.9515991210938,334.5117492675781,1006.0,560.0
47,47,1.195457326977963,-0.5583093519819556,0,20.46181615946766,572.0,246.0,653.243896484375,336.5180969238281,107.0,630.0
48,48,-0.2064130939765535,-0.4563747307303006,0,20.468206794913087,573.0,245.0,652.1826171875,333.6244506835937,730.0,571.0
49,49,0.634855792245776,-0.4907052740264031,0,20.697689567028217,573.0,246.0,652.2112426757812,333.5653076171875,277.0,591.0
50,50,1.0196631286862683,-0.5012623109035863,0,20.62664253678496,573.0,246.0,652.1441650390625,333.463623046875,134.0,597.0
51,51,0.6355748457400975,-0.5099420855283725,0,20.586147322129733,575.0,244.0,651.8309326171875,335.100830078125,281.0,601.0
