yaw,pitch,class,fps,hleft,htop,hright,hbottom,gazex,gazey
42.0,42.0,4.0,26.6389583994919,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42.0,42.0,4.0,26.97631221821316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42.0,42.0,4.0,26.336204947883964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42.0,42.0,4.0,24.80603723593007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.3457304525434282,-0.3760545912018379,0.0,20.616706481454173,1026.0,472.0,1125.051513671875,591.7186279296875,495.0,766.0
42.0,42.0,4.0,27.159024832453785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
42.0,42.0,4.0,27.676771409341058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.319203770189585,-0.5118827310147133,0.0,21.4196184172897,1055.0,474.0,1150.0892333984375,588.0482177734375,562.0,844.0
1.1265634801064852,-0.3931118716676864,0.0,21.462803573804383,1061.0,474.0,1156.022705078125,588.2274780273438,574.0,776.0
1.165815811413163,-0.42286497368216064,0.0,20.67687453783584,1061.0,473.0,1155.633544921875,587.4702758789062,572.0,793.0
1.015648147026865,-0.5493592665065263,0.0,20.054622652335233,1070.0,473.0,1163.281005859375,587.3867797851562,652.0,864.0
0.9752027195518316,-0.6106942632560322,0.0,21.463682233616833,1076.0,477.0,1169.194091796875,588.8438720703125,688.0,899.0
0.9228574893779972,-0.4497144311601215,0.0,21.21002675081289,1081.0,472.0,1172.535400390625,584.0903930664062,666.0,806.0
0.6593832395692969,-0.43115166573005126,0.0,18.94814259318657,1084.0,471.0,1174.483154296875,583.0855712890625,773.0,794.0
0.8905746506440566,-0.47200775264517486,0.0,18.21361449340814,1082.0,469.0,1173.048828125,579.8048706054688,684.0,815.0
0.7708581027939426,-0.39390522735642103,0.0,20.10142961894401,1082.0,467.0,1173.013671875,580.4403076171875,715.0,769.0
0.6818968044764997,-0.39515185306268713,0.0,21.115421598191677,1078.0,466.0,1167.753173828125,576.88232421875,750.0,767.0
0.7877870188952494,-0.42941102364157546,0.0,22.76667209466428,1073.0,464.0,1164.64599609375,574.42529296875,706.0,785.0
0.3313206754234499,-0.37613901340839345,0.0,21.040532948069668,1069.0,463.0,1157.949462890625,574.5507202148438,919.0,753.0
0.4789439557042862,-0.4374274048388229,0.0,18.946430749355173,1062.0,462.0,1153.41259765625,573.181396484375,840.0,788.0
0.38832883434990406,-0.4412282683465841,0.0,21.678566444590313,1057.0,461.0,1150.33984375,572.9270629882812,884.0,789.0
0.4150693685392807,-0.4565044266753876,0.0,21.907747593404125,1057.0,460.0,1150.392822265625,572.78125,871.0,798.0
0.4848346017194325,-0.517722776969148,0.0,21.373338768854463,1053.0,459.0,1147.239501953125,570.9380493164062,841.0,831.0
0.7485088549259976,-0.5480330122836669,0.0,20.78157639177914,1048.0,457.0,1143.6033935546875,570.1422729492188,723.0,846.0
0.4418072395675673,-0.42720379573011774,0.0,17.923380325024677,1045.0,456.0,1137.90673828125,567.95751953125,842.0,776.0
0.6019564317194823,-0.5030234593324556,0.0,21.35233896544878,1044.0,454.0,1137.9918212890625,562.925537109375,772.0,817.0
0.8321464942243721,-0.5283727581683749,0.0,20.370093004055267,1043.0,450.0,1137.9600830078125,559.9120483398438,681.0,827.0
0.858089145351161,-0.5135272329878372,0.0,21.076798609052215,1043.0,450.0,1137.9639892578125,559.6278686523438,668.0,818.0
0.9472523112792319,-0.5503994972283113,0.0,19.898210524318273,1043.0,449.0,1136.1533203125,553.6621704101562,646.0,836.0
0.8062917274135559,-0.5789573725455579,0.0,17.629570473240218,1043.0,447.0,1136.827392578125,553.1102294921875,702.0,850.0
0.7840522017825222,-0.6640677399267463,0.0,19.390693696400916,1044.0,446.0,1137.0787353515625,552.3889770507812,734.0,893.0
0.7829946605136517,-0.5579700652590796,0.0,17.968298576006305,1044.0,446.0,1137.7554931640625,552.231201171875,707.0,838.0
0.6136985752817506,-0.4270168418215942,0.0,18.42767201648441,1044.0,446.0,1139.091552734375,554.7413330078125,756.0,765.0
0.7148542219145573,-0.4752357702024599,0.0,21.047501480344042,1045.0,446.0,1139.5240478515625,555.0020751953125,719.0,793.0
0.3681431385515396,-0.30788192835355355,0.0,18.744487446483316,1045.0,447.0,1141.9315185546875,558.5111694335938,874.0,696.0
0.5113855188391955,-0.4199085985560638,0.0,21.28105291464349,1049.0,451.0,1143.0552978515625,563.2932739257812,810.0,768.0
0.20727595816973918,-0.39593642031982446,3.0,21.588408780914637,1055.0,456.0,1148.7108154296875,569.803466796875,979.0,759.0
0.06850609061676229,-0.23399864917981228,3.0,20.669232475052358,1060.0,465.0,1155.34423828125,575.341064453125,1064.0,668.0
0.32438793447375563,-0.3019790317973929,0.0,20.121391220916287,1069.0,469.0,1162.421875,581.0861206054688,920.0,715.0
0.3550281354473353,-0.44560304306925724,0.0,21.652937957523257,1068.0,467.0,1163.182373046875,580.8613891601562,914.0,799.0
0.3523170374576346,-0.4630081323734701,3.0,21.409341023939565,1078.0,470.0,1172.3114013671875,582.8630981445312,927.0,812.0
0.39215872631354703,-0.6684174809351727,3.0,21.319345115560367,1088.0,473.0,1180.468017578125,586.8634033203125,942.0,926.0
0.26239220745780106,-0.7294233109739449,3.0,18.987858429835125,1097.0,474.0,1186.5594482421875,586.9527587890625,1017.0,957.0
-0.16696129190422865,-0.580535561807539,3.0,21.170843491472212,1105.0,479.0,1194.8292236328125,589.6724853515625,1238.0,885.0
