yaw,pitch,class,fps,hleft,htop,hright,hbottom,gazex,gazey
0.1911638335747598,-0.6633590727606762,1.0,17.667740807669787,618.0,70.0,734.32275390625,224.71063232421875,596.0,475.0
0.19400116540013018,-0.6622858188413743,1.0,20.804769770291117,618.0,70.0,734.6101684570312,224.9667510986328,595.0,474.0
0.1693690558457693,-0.6428732387074596,1.0,19.35061567775302,618.0,71.0,734.640625,225.54620361328125,604.0,467.0
0.14751702015334214,-0.6710809083413609,1.0,20.421766057726014,618.0,71.0,735.148193359375,226.56114196777344,615.0,479.0
0.2078575925518125,-0.6604754019323384,1.0,20.199106179688705,619.0,71.0,735.1937866210938,227.23858642578125,590.0,475.0
0.21061343164782648,-0.6639660071731053,1.0,19.892548186371226,619.0,71.0,735.2753295898438,227.3248748779297,589.0,477.0
0.17516862175163486,-0.6419600407696715,1.0,21.47478150455935,619.0,72.0,735.0988159179688,227.69522094726562,603.0,468.0
0.20145162486573587,-0.6515341048885064,1.0,19.67346479296047,619.0,73.0,735.1848754882812,228.22677612304688,592.0,473.0
0.14681154878058014,-0.6220643632140165,1.0,21.100549862408627,619.0,72.0,735.091796875,228.42990112304688,614.0,460.0
0.1158821285126179,-0.635960471465941,1.0,20.249229967074456,618.0,73.0,735.15380859375,228.2098388671875,627.0,466.0
0.1125720855937584,-0.654005784696209,1.0,20.162402776576005,618.0,73.0,735.1853637695312,228.5958251953125,629.0,474.0
0.10687931244760503,-0.6408803952637534,1.0,19.295689377559,618.0,73.0,735.2109985351562,228.68869018554688,631.0,468.0
0.1495250436152619,-0.6831354406994956,1.0,21.405079893237527,618.0,74.0,735.0541381835938,228.97930908203125,615.0,487.0
0.13830221646555899,-0.6857242995951617,1.0,20.583015580910317,618.0,74.0,734.9285278320312,229.0413055419922,619.0,488.0
0.12551371691099847,-0.6584508668716602,1.0,19.801171744066924,620.0,73.0,734.9593505859375,229.76748657226562,624.0,477.0
0.1307574810973645,-0.6612461207518073,1.0,20.337399871991312,620.0,73.0,734.8787231445312,229.63577270507812,622.0,478.0
0.12841310038976772,-0.6852310821612789,1.0,20.29145198666686,619.0,73.0,734.9295654296875,229.63807678222656,623.0,488.0
0.12536830831548013,-0.6922120263267036,1.0,20.167928874014876,619.0,73.0,734.9014282226562,229.9535675048828,625.0,491.0
0.12300368758359878,-0.6803660194819222,1.0,20.592110366497288,619.0,73.0,734.8109130859375,229.86573791503906,625.0,486.0
0.12343005967412046,-0.6882199478526749,1.0,19.499502552324987,619.0,73.0,735.0421752929688,229.84170532226562,626.0,489.0
0.14921451903215863,-0.6693194935963825,1.0,20.304614922858704,618.0,74.0,734.929443359375,229.24038696289062,614.0,481.0
0.1373243037132819,-0.67105161356937,1.0,20.40130356534851,619.0,74.0,735.2494506835938,228.82936096191406,620.0,482.0
0.14662326329151154,-0.6539253572312885,1.0,21.26907435015872,619.0,74.0,735.2510375976562,229.33554077148438,615.0,475.0
0.14412921293065234,-0.6678752613372325,1.0,19.184309707636576,619.0,74.0,735.2997436523438,229.33006286621094,617.0,480.0
0.1992238906138846,-0.6789055419401228,1.0,20.76809649483311,619.0,74.0,735.9141845703125,228.88641357421875,595.0,485.0
0.18739865642560574,-0.6554129990162068,1.0,20.715272084317,620.0,74.0,736.3585815429688,228.3424072265625,599.0,475.0
0.18096286133532027,-0.7211800284518225,1.0,19.75323898556526,621.0,73.0,736.7859497070312,227.6354217529297,606.0,501.0
0.1407097140909906,-0.6755627421398552,1.0,20.54470377899145,622.0,73.0,737.765869140625,226.75904846191406,621.0,482.0
0.1672678217456968,-0.696727682271042,1.0,20.837845222895126,622.0,73.0,739.1185302734375,226.29327392578125,612.0,490.0
0.152016430815031,-0.674680703186821,1.0,20.314547532789586,623.0,73.0,739.0029907226562,226.27537536621094,618.0,481.0
0.1470384501054549,-0.6746380926093798,1.0,19.960234708494145,623.0,73.0,739.7515869140625,226.3838653564453,620.0,481.0
0.16902683964569412,-0.6831370385961496,1.0,20.735446936626506,624.0,72.0,740.7037963867188,226.7139434814453,613.0,485.0
0.1577869682650147,-0.6592151941045129,1.0,20.602022722472455,625.0,71.0,741.1698608398438,226.70240783691406,617.0,474.0
0.1559595071250023,-0.6314211133879009,1.0,20.97886260191067,626.0,71.0,742.2540283203125,226.49928283691406,617.0,462.0
0.17173101341656058,-0.6237008757038702,1.0,20.229209169524307,627.0,71.0,743.109619140625,226.63832092285156,611.0,459.0
