yaw,pitch,class,fps,hleft,htop,hright,hbottom
-0.003427222006822971,-0.8201851725043903,2.0,18.308142910146447,580.8721923828125,247.09140014648438,674.5321655273438,366.5545959472656
-0.07133463401053546,-0.8530666898513807,2.0,21.47544122842499,581.32177734375,249.11898803710938,673.833740234375,365.65338134765625
-0.046479617872934934,-0.8541721680198726,2.0,21.861615682513538,580.7285766601562,249.53053283691406,673.7435913085938,365.5912170410156
-0.04133732012410093,-0.8530179540034322,2.0,22.09842940764274,580.7024536132812,249.63746643066406,673.6370849609375,365.55072021484375
0.269616031914641,-0.8780769682805328,2.0,20.22501470715877,580.4711303710938,249.9794921875,672.6566162109375,365.0899353027344
0.39983155973017437,-0.7745180850800385,2.0,21.686861113840013,578.71923828125,252.50665283203125,670.1199951171875,366.98431396484375
0.33029562471987844,-0.7304970975254648,2.0,21.413713177107265,577.6925659179688,253.37879943847656,668.7606811523438,368.20257568359375
0.2998820587550645,-0.7284603119237721,2.0,20.44266817433008,576.096923828125,256.0836486816406,668.4860229492188,371.7773132324219
0.4143636308504097,-0.7143436939335891,3.0,21.69639661076568,575.7989501953125,256.23040771484375,668.3701171875,372.5233459472656
0.4477972214913735,-0.7070160061942362,3.0,22.105999915672303,575.80810546875,256.17816162109375,668.353271484375,372.5033874511719
0.3431381864445675,-0.6621521281546523,3.0,18.852160155337014,574.5525512695312,257.2979736328125,666.8606567382812,372.8696594238281
0.3732212541181026,-0.7249281613700002,2.0,20.027618347292123,574.6190795898438,257.9640197753906,665.8099975585938,373.17822265625
0.42494010880355043,-0.7096384209196371,3.0,21.36985408005217,574.9776611328125,258.4898376464844,664.7817993164062,374.58306884765625
0.28947841995666995,-0.7122597703806022,2.0,20.103934698103348,575.1600952148438,258.2216491699219,665.167724609375,374.622802734375
0.2883436470161872,-0.6535296114933027,2.0,20.951615964833408,574.5009765625,258.1981506347656,665.570068359375,373.99090576171875
0.33445734655534526,-0.734163737714286,2.0,22.214063650278316,574.4759521484375,258.153076171875,666.0558471679688,373.6630554199219
0.4241781784156788,-0.6287507617628785,3.0,21.62458238812126,575.9697875976562,259.1186828613281,666.8242797851562,374.9751281738281
0.27938450679305166,-0.6323042176053713,3.0,21.0783874242409,577.0890502929688,259.38067626953125,668.430419921875,375.5701904296875
-0.016390158612783663,-0.7915513970960765,2.0,18.705365026981223,577.9220581054688,258.4686279296875,669.98486328125,375.46685791015625
-0.20989784026292216,-0.6330799964309113,3.0,21.684730795876373,578.105712890625,259.6307067871094,671.127685546875,376.5856628417969
-0.5288779598271629,-0.7658375115069253,1.0,21.08071811986088,580.2863159179688,259.7160339355469,672.2610473632812,377.738037109375
-0.5129288206908964,-0.843498484686944,3.0,22.103669976179937,578.0855712890625,259.8814697265625,670.5693969726562,378.6243896484375
-0.6553400284023386,-0.761188431191974,1.0,21.429467725289435,578.9334716796875,260.1600036621094,672.5892333984375,379.470947265625
-0.6186560496509331,-0.892032731340875,1.0,20.71066912240333,578.906005859375,260.29998779296875,672.595703125,379.5024108886719
-0.5826527748741519,-0.8781552652165812,1.0,21.90214201418262,578.7445678710938,260.6094970703125,673.5055541992188,380.3448791503906
-0.4900240374195609,-0.7726410891437507,1.0,21.78021955196444,578.5234985351562,260.6133117675781,673.978759765625,380.77484130859375
-0.7000092293662377,-0.5101823026586977,0.0,20.86168323775323,578.655029296875,261.758056640625,674.105224609375,380.97625732421875
-0.6077365565493902,-0.6858087218017171,1.0,22.17776884762217,578.6499633789062,261.6361999511719,673.7230224609375,380.9554748535156
-0.7701028303087961,-0.7063004148093318,1.0,22.028213396636662,578.97216796875,262.7562561035156,673.166015625,380.9883117675781
-0.7365414079355086,-0.6084801111257403,0.0,20.984530408853487,578.9217529296875,262.4336242675781,674.1680297851562,381.08892822265625
