yaw,pitch,class
-0.7108469634223151,-0.26604260236397265,3.0
-0.6105363378033906,-0.27096705353563816,3.0
-0.6022911910685053,-0.2662412741812926,3.0
-0.7383201332275726,-0.2657714925650026,3.0
-0.7437758850367089,-0.26230831788346354,3.0
-0.7558546521607632,-0.2601990943001208,3.0
-0.6666163850899521,-0.29616615008607694,3.0
-0.669974098592324,-0.1385959631337947,3.0
-0.6035045272611453,-0.12805517153926108,3.0
-0.6713432297087338,-0.17461468424489837,3.0
-0.7038606929347102,-0.1532734428495484,3.0
-0.6409978406678258,-0.1668579612539336,3.0
-0.6996797963393949,-0.10296819407071466,3.0
-0.716323487887954,-0.07127338130546362,3.0
-0.7361685653828975,-0.08397905655012267,3.0
-0.6641662768870792,-0.0736792810342412,3.0
-0.716927759139293,-0.07293732435454514,3.0
-0.6751725890401586,-0.022152173947279103,3.0
-0.7010430685014064,-0.002131061504281406,3.0
-0.7249992677711052,-0.0036229643469437955,3.0
-0.6976920129017598,-0.020000872418713095,3.0
-0.7085875375534919,-6.25842856168621e-05,3.0
-0.6831088090885948,0.03199814681341105,3.0
-0.7002595665087051,-0.012118181908187557,3.0
-0.7149016261819607,0.038957253057897115,3.0
-0.7231172118287462,0.042406579301767736,3.0
-0.7250248341175699,0.04754967599892877,3.0
-0.7268501647287103,0.016863136022381736,3.0
-0.7007498544653887,0.029028455881863695,3.0
-0.6946386987119838,0.05289197714562772,3.0
-0.6443859142066247,0.018925754286648108,3.0
-0.6672041447425325,0.026987675538535975,3.0
-0.7286651090115992,0.008000402230707039,3.0
-0.7080354642595185,-0.011647867659679564,3.0
-0.716957586543502,0.022678148262569753,3.0
-0.7339767838057624,0.02550802323688795,3.0
-0.6990579482248613,-0.0381066394057258,3.0
-0.8006684627718536,-0.03129480596952113,3.0
-0.788146013010192,-0.01431369191084888,3.0
-0.7569148565907238,-0.008192416145301753,3.0
-0.7504763983393482,-0.038417696621047055,3.0
-0.7456717894167363,-0.08922841337477785,3.0
-0.7882842310707672,-0.11045966621710755,3.0
-0.850762522876244,-0.07314158881015421,3.0
-0.8390243740556108,-0.12198715899551554,3.0
-0.7643517339347701,-0.061292652488173664,3.0
-0.8077926850039246,-0.02491573621045433,3.0
-0.7675254230058175,-0.041242245273185096,3.0
-0.7150323873914837,-0.07775817855980657,3.0
-0.658612520749828,-0.051515389178165755,3.0
-0.7309961739137456,-0.06837959046498353,3.0
-0.7518825473949101,-0.045040711935965115,3.0
-0.6915118812761218,-0.005470399195131763,3.0
-0.6457843400950253,-0.007260576079883028,3.0
-0.7657751935374174,0.028130437962288975,3.0
-0.7061683220192639,0.03587384514780337,3.0
-0.6919680807708525,0.014225008646549244,3.0
-0.6767670235847891,0.046696931817885395,3.0
-0.7744475113111515,0.06084071405118722,3.0
-0.7910981270785448,0.020104735701226187,3.0
-0.8227519271630086,-0.014596519618615295,3.0
-0.7274184833053332,-0.00487571532371707,3.0
-0.7585905175486017,0.01826608928463548,3.0
-0.7774691338839553,0.021705561832472815,3.0
-0.7178263096910859,0.02762949736124507,3.0
-0.7373776405177935,0.07447956094181002,3.0
-0.7664700122658191,0.08252603585937543,3.0
-0.8315550061462655,0.019448266492521654,3.0
-0.784515325496087,0.012411662260314288,3.0
-0.814725958585837,0.025447569480143154,3.0
-0.7771053460790506,0.016742494825001147,3.0
-0.7624387853237661,-0.008622782977458558,3.0
-0.7898299297674491,0.021170266453366886,3.0
-0.7774725959933725,0.025962624834964476,3.0
-0.8334889937298812,0.012669722569942967,3.0
-0.8446060933843079,0.010997257405373207,1.0
-0.8246566199746334,0.0008990831840107508,3.0
-0.8323800534519721,-0.0042924830449897165,3.0
-0.8123251188631304,0.025692580300430444,3.0
-0.8303485941724598,0.006455502482352073,3.0
-0.812104875440981,0.008473379640305112,3.0
-0.8026852746653707,-0.0008412925883560313,3.0
-0.7799727716247389,-0.01630440482568311,3.0
-0.8058706816452144,-0.017237576471646875,3.0
-0.8207263268378944,-0.030508374499620725,3.0
-0.8162740541275,-0.02289279904643014,3.0
-0.8027135041729254,-0.025826537303261426,3.0
-0.7165442639423216,0.01388305876258307,3.0
-0.7160459865023677,0.017184313249845293,3.0
-0.7299990864016199,0.020567060466463942,3.0
-0.6996632847406364,-0.004920722746139409,3.0
-0.7102160605600754,-0.002107093054470693,3.0
-0.6995578235614692,-0.0039406794649902484,3.0
-0.7087449303739156,0.010592989551899178,3.0
-0.7573087381159465,-0.003410444091955472,3.0
-0.6888005169703122,0.024381239779675424,3.0
-0.8227511282146817,-0.10362146748611109,3.0
-0.7847901637205832,-0.15795022003983655,3.0
-0.8060845334807477,-0.09216641268935327,3.0
-0.8499907387923391,-0.15993187820696453,3.0
-0.8476394338659081,-0.14285968403901156,3.0
-0.806963642956583,-0.10719489703677942,3.0
-0.8368893178096943,-0.19913440840125793,3.0
-0.8547958803471691,-0.13305072911203172,1.0
-0.8061875978149339,-0.14085645426705395,3.0
-0.8279608039390945,-0.14881903961028187,3.0
-0.8296436554319158,-0.1439403948093657,3.0
-0.6810736213835563,-0.14689170992939152,3.0
-0.7829491204590114,-0.07867617018755689,3.0
-0.7872967309385658,-0.06945284438428545,3.0
-0.8215460478214208,-0.11083330771804566,3.0
-0.8689346025743998,-0.08629360985351053,1.0
-0.8783366264868154,-0.07313013721746686,1.0
-0.8507217765115658,-0.05298039409381835,1.0
-0.9034193428976178,-0.09694865105880857,1.0
-0.9508904556443893,-0.21773339282215332,1.0
-0.9292284364957392,-0.24000008269630585,1.0
-0.9274780738692846,-0.10857707764253054,1.0
-0.8522315225335317,0.018554243314582053,1.0
-0.7897598886307802,-0.012313924248308381,3.0
-0.646646937972102,0.12332832692047944,3.0
-0.6618272225016626,0.163745524887958,3.0
-0.6359410303899834,0.12311846982658119,3.0
-0.6030137066722437,0.07944795427146184,3.0
-0.7321543826718211,0.08141389978815834,3.0
-0.8133698769587685,0.005165999882535706,3.0
-0.8714749919382263,-0.2527369169257188,1.0
-0.8596875746374266,-0.20473503617369457,1.0
-0.8712201274219058,-0.18133250809462326,1.0
-0.9045469253031573,-0.35195085280774874,1.0
-0.8661792961106038,-0.42922486868137893,3.0
-0.8322564827773925,-0.2241327026055047,3.0
-0.8131951735912594,0.0013986922045096158,3.0
-0.8307544599225878,-0.06425888131030393,1.0
-0.7845283749854285,-0.011084609089127805,3.0
-0.837420352131056,-0.07033861176284581,1.0
-0.8055281991290302,-0.08167702010385818,3.0
-0.7132829568714105,0.03079679484567631,3.0
-0.8216427205689906,-0.04312802964107021,3.0
-0.7610483489186358,-0.01715741532283549,3.0
-0.8595762545038613,-0.06634173959885489,1.0
-0.8616420685614358,-0.06322397691069913,1.0
-0.8604774682167442,-0.16374286172686792,1.0
-0.7932848486496089,-0.10712379063567429,3.0
-0.7501938369476908,0.06675239903894511,3.0
-0.7511706844355319,0.0944732428255799,3.0
-0.8082012139151428,0.08072946738800797,3.0
-0.7975525642964609,0.09064201928139191,3.0
-0.8048219288079412,0.005523928733042356,3.0
-0.72979775142321,-0.0014548849035102877,3.0
-0.8174588944964761,-0.014605574366321565,3.0
-0.770605102490385,-0.022201975059663585,3.0
-0.7968907687655763,0.03619981606522907,3.0
-0.8039516077637033,0.09571454220966583,3.0
-0.8092997678648004,0.05835385422527122,3.0
-0.6492930548312047,0.13955336954567818,3.0
-0.7080365295239546,0.05319451224546072,3.0
-0.7355152919675011,0.04283108717952637,3.0
-0.7250786299715895,0.06015548270270983,3.0
-0.7356564395052753,0.05576206585240612,3.0
-0.7769945585777033,0.10556131402412482,3.0
-0.7558807511394461,0.07675283524830166,3.0
-0.7691116017510686,0.10315141955371211,3.0
-0.7865755469153722,0.13426806004630693,3.0
-0.7731622697690792,0.10665214480662127,3.0
-0.7657645408930571,0.11292974812815605,3.0
-0.7793948656681917,0.10218762155521244,3.0
-0.7473570377545384,0.15747005209529527,3.0
-0.7922613958426914,0.1898341172424832,3.0
-0.7848112026931948,0.1794387342434679,3.0
-0.7788939250671477,0.17543014417068065,3.0
-0.7876946072054237,0.22853757104849576,3.0
-0.7668769432803832,0.22670265305743117,3.0
-0.7645336278372226,0.22429462279978152,3.0
-0.7946337397417341,0.1967918919064242,3.0
-0.8102395974134893,0.13314287448574844,3.0
-0.7840463428281241,0.14560460417455623,3.0
-0.7917191762447514,0.14828853792113808,3.0
