yaw,pitch,class
0.5870738885997925,-0.5855186025231861,3.0
0.8323547534216164,-0.6741360867438998,3.0
0.5582616813984432,-0.44774209405680887,3.0
0.35824789720524114,-0.36984862691362624,3.0
0.8042421586386309,-0.6077051312485273,3.0
0.8477571455860897,-0.7158331999312705,3.0
0.8690006489694337,-0.7030223298235534,3.0
0.596635702177613,-0.31498750845799395,3.0
0.5876709693161882,-0.45487989841043924,3.0
1.0881010423791249,-0.15251763773218394,1.0
-0.3912037167466446,-0.12079406282716004,3.0
-1.5804895673725123,-0.26785541611798963,3.0
-2.37140566739055,-0.16313193257280373,3.0
-2.3504692264808926,-0.21333092122414332,3.0
-2.275667955679401,-0.36437796140238543,3.0
-0.7191264649352624,-0.21951637917196137,3.0
0.9398559139837549,-0.2608971088218306,1.0
1.4038720528298199,-0.6307353494072055,2.0
1.1485247054036056,-0.5020045338993914,1.0
1.16837217974353,-0.6964850682957358,2.0
1.0739697770029462,-0.7840948123599636,3.0
1.0892382121645885,-0.7861001726607932,3.0
1.0396637347888726,-0.769426121075807,3.0
1.1537213316386772,-0.8599214001811355,3.0
1.181918082312109,-0.8534999861607365,3.0
1.1669433938187024,-0.9097532720762078,3.0
1.2537307537383138,-0.9336611349721216,3.0
1.1317811453141684,-0.9099603328509615,3.0
1.3166950724427302,-1.0290276020273141,3.0
1.1591744202867234,-1.0173544343372787,3.0
1.359472363768237,-0.9405720380008772,3.0
0.9427188121555901,-0.9680810273227962,3.0
1.2352412252382208,-0.9983855368409714,3.0
1.1973689440084219,-0.9138229816960123,3.0
1.1193875925492665,-0.8571181568177183,3.0
1.153512539809215,-0.9203594442755029,3.0
1.2247382505311661,-0.6635513529913799,2.0
1.120311975763633,-0.684221744108139,2.0
1.0679337223922816,-0.6906812413321262,2.0
1.1535658030310165,-0.7929309145407375,3.0
1.2012670128959708,-0.5397101012449512,2.0
1.0091849213773518,-0.3543229303906823,1.0
0.9511921917958952,-0.270087145111476,1.0
0.7756030569081369,-0.145831505499431,3.0
0.5056437435289847,0.05189355805295701,3.0
0.9681759690156576,-0.05937997019327876,1.0
0.12618163771239033,-0.3802296288427551,3.0
1.228629927832099,-0.18869614850869235,1.0
1.1822400584878996,-0.3727344282708361,1.0
0.9239211559173749,-0.284438121277586,3.0
0.6869304452528585,-0.1715296784381506,3.0
0.633875216332409,-0.3612404913221631,3.0
0.5412651210054485,-0.24882286907162934,3.0
0.6102899954025582,-0.30802387483965477,3.0
0.5872904035964159,-0.14270815017298605,3.0
0.47515374484088546,-0.1726258355428272,3.0
0.5019978759966661,-0.10814138448819358,3.0
0.5356855322056234,-0.13709447291120802,3.0
0.5513909921021478,-0.12851829525282588,3.0
0.5259599342207631,-0.1628586922449616,3.0
0.6038350255524242,-0.21890678159844223,3.0
0.65121905293155,-0.1948413927240502,3.0
0.7562232336556302,-0.1721185033551671,3.0
0.7133711075034922,-0.1786155511505244,3.0
0.7385635461512059,-0.09764533399997329,3.0
0.6167857116173704,-0.2041587281138014,3.0
0.7197994457427255,-0.24163473097339647,3.0
0.7507483070866453,-0.2753809767263355,3.0
0.6863802361716481,-0.20980223277978832,3.0
0.6984270453626216,-0.1454325639681371,3.0
0.551736936727749,-0.13205231001936102,3.0
0.7396889980278732,-0.2043826999614771,3.0
