yaw,pitch,class
0.0970847385905116,-0.4428882166540304,3.0
0.04984212506526898,-0.4789974852421968,3.0
0.07535760515320915,-0.5129874102348781,3.0
0.10956803988414901,-0.4770123649656517,3.0
0.11580542947322361,-0.4777870785267558,3.0
0.08836235338828408,-0.505287678891241,3.0
0.1330904102122739,-0.5027491537401775,3.0
0.09664318648177647,-0.47306289706906424,3.0
0.11381764603558846,-0.4709882945798925,3.0
0.10446009691337704,-0.4550684502156168,3.0
0.09541999659310307,-0.46550511221152835,3.0
0.08872667382540692,-0.461829150958892,3.0
0.07753820145376603,-0.45433608091584504,3.0
0.0929469852048555,-0.49266296374372043,3.0
0.07162465225324509,-0.5176095926228197,3.0
0.05550134238168735,-0.5716621753715039,3.0
0.17471348752134033,-0.5909437279797866,2.0
0.18012609612081737,-0.4672806417102842,3.0
0.19838259802552854,-0.30459319072341473,3.0
0.06310466729386358,0.08957888537423228,3.0
0.0877048189151435,0.09102604711058133,3.0
0.1486246288507061,0.0665436072094829,3.0
0.1655034775235193,0.0813957902927458,3.0
0.18042277226625217,0.08726806049637052,3.0
0.182129858524993,0.09458296506249116,3.0
0.19478147159952341,0.08798232030072978,3.0
0.17252596700194925,0.09196720823981533,3.0
0.11029854497115775,0.06616943307632676,3.0
0.19618868591952127,-0.24747371166339519,3.0
0.16688299496818035,-0.2211816538015879,3.0
0.15934358592216602,-0.39698144473157154,3.0
0.2357006754324819,-0.43363825923985827,3.0
0.14924194959138645,-0.5267679372954932,3.0
0.16666807786821095,-0.5192373166810761,3.0
0.11653034192194317,-0.5115245358480977,3.0
0.12177037768278309,-0.5180684552786403,3.0
0.09095920176722035,-0.4599377739527177,3.0
0.06719048903826315,-0.45910526979595895,3.0
0.07904927905627698,-0.45329558387795105,3.0
0.08469331635448192,-0.44570184634569915,3.0
0.08795968343146411,-0.4517365693758187,3.0
0.12809112421397714,-0.5009371389344875,3.0
0.042141062141086844,-0.4214215403713377,3.0
0.04162041414797635,-0.41695355501051173,3.0
0.04195251033590923,-0.416858480159596,3.0
0.0405295833654799,-0.41841749466172834,3.0
0.07704871244540946,-0.4575031120841673,3.0
0.10941597338590549,-0.5109791204568493,3.0
0.0966003095882262,-0.4871297139468628,3.0
0.08592875678416968,-0.48531716650895484,3.0
0.07535121356659295,-0.4815061829890515,3.0
0.09663066962465308,-0.5566930795163866,3.0
0.07419753218237063,-0.5213217728662811,3.0
0.05307413736418914,-0.5539971615448993,3.0
0.08004263814287654,-0.5208296206968345,3.0
0.2692597009607884,-0.3936114806881853,3.0
0.1337793699862774,-0.28987363306243774,3.0
0.20563704883490438,-0.2795504217289636,3.0
0.6379399991041969,0.041031589230959835,3.0
0.6379399991041969,0.041031589230959835,3.0
0.4673490849502992,0.052367068094773095,3.0
0.39481949055864524,0.12033706438410244,3.0
0.44817938510779987,0.13416126728659478,3.0
0.529517384804891,0.11888138053226513,3.0
0.5024809734184065,0.14552364407741783,3.0
0.537349208938596,0.14188576602836958,3.0
0.5209555882163952,0.11688986866910386,3.0
0.414370555069244,0.14810904086366675,3.0
0.5019456780393006,0.17784003864109335,3.0
