yaw,pitch,class,fps,hleft,htop,hright,hbottom,gazex,gazey
0.5671846026307537,-0.517653268464697,3.0,29.77154092402916,239.1334686279297,82.18783569335938,312.2452392578125,176.94053649902344,76.0,340.0
0.6854044539482431,-0.4547749698634901,3.0,28.829407438465292,239.00125122070312,82.7315902709961,311.7375183105469,177.09205627441406,33.0,316.0
0.6397815749979867,-0.40737363193727877,3.0,36.80925342483786,240.19113159179688,83.06938934326172,313.6531677246094,176.84628295898438,42.0,298.0
0.5744398523884565,-0.48842853761049443,3.0,32.843180091929185,241.77716064453125,84.4666976928711,316.0599365234375,176.7710723876953,74.0,330.0
0.46426674230464154,-0.40694779247897506,3.0,33.120683528510625,243.58058166503906,85.96458435058594,318.2797546386719,177.27490234375,105.0,300.0
0.6037814960145136,-0.38287574570185784,3.0,37.66639725559926,246.1785125732422,85.47894287109375,319.045654296875,178.41993713378906,58.0,290.0
0.9553350051876226,-0.5315608283093087,3.0,37.309565109100774,249.13551330566406,87.95671081542969,320.6861572265625,180.70123291015625,-16.0,349.0
-1.0996313314766772,-0.7646116584571618,0.0,37.608643801838156,250.1890106201172,91.26473236083984,323.0874938964844,185.88125610351562,560.0,433.0
-1.475651834216562,-0.6911342450335486,0.0,37.11970547108696,252.00437927246094,95.46942138671875,324.3089294433594,187.08412170410156,615.0,413.0
-1.2189189772332338,-0.6018749389901259,0.0,37.88276522336025,255.04403686523438,96.70037078857422,329.36578369140625,191.54653930664062,622.0,384.0
-0.9487492741279655,-0.4886506452454071,0.0,38.08571843672817,256.02276611328125,96.2139892578125,331.49658203125,196.05410766601562,599.0,346.0
-0.9273923200821841,-0.3255224410981294,1.0,35.71748275568424,257.38641357421875,96.07182312011719,334.1988220214844,196.92355346679688,618.0,282.0
-0.9934736025264292,-0.25952185243491366,1.0,37.94479676488416,256.3712463378906,89.3062515258789,337.2454528808594,197.6401824951172,641.0,252.0
-0.8245524903760112,-0.4185384021752179,0.0,35.973892086145824,257.6614074707031,93.51839447021484,334.6089782714844,199.7056121826172,581.0,319.0
-0.9719925451738501,-0.3829678910755746,0.0,37.3810559338348,259.6419982910156,95.2609634399414,334.8252258300781,196.8924560546875,622.0,304.0
-0.9137790395380261,-0.4249883120192809,0.0,37.105913160409074,259.1719970703125,95.43243408203125,334.6911315917969,196.2308349609375,603.0,321.0
-1.027533169181616,-0.20900594761385463,1.0,37.91701169791535,259.94976806640625,96.22107696533203,333.41815185546875,195.74404907226562,653.0,233.0
-1.1030486997874671,-0.37018072310155914,1.0,37.17662491911967,260.0704650878906,96.18209838867188,333.33526611328125,194.83314514160156,650.0,299.0
-1.3275379996629333,-0.2450747361534518,1.0,37.9905075903047,260.1860656738281,96.3490219116211,332.3069152832031,195.64305114746094,697.0,248.0
-1.312775565108406,-0.2828514099001168,1.0,37.236363636363635,260.6031494140625,97.29229736328125,331.63861083984375,196.12982177734375,691.0,265.0
-1.26337965268378,-0.31907279757017554,1.0,37.59010575371931,259.8184509277344,95.86576843261719,330.4852600097656,192.962158203125,680.0,277.0
-1.3653612787286746,-0.32462788528797176,1.0,37.82707587413533,260.9588317871094,96.42338562011719,330.2564392089844,192.16053771972656,690.0,280.0
-1.1093408173369428,-0.039379630406783675,1.0,36.7892359375137,262.7071228027344,96.84525299072266,332.496826171875,192.77114868164062,678.0,161.0
-1.185511219254844,-0.14539314918400395,1.0,37.925925925925924,262.9420166015625,97.3342056274414,332.9473571777344,193.0693817138672,688.0,207.0
-1.174758972669758,-0.1343069421982221,1.0,37.83390010914569,264.5860595703125,98.31745147705078,332.9961853027344,193.1761016845703,687.0,202.0
-1.2102798158150714,0.10752779217303932,1.0,36.5832308484008,263.93603515625,99.06602478027344,333.277099609375,194.0819549560547,694.0,100.0
-1.1918727121507164,0.029801038914095686,1.0,37.7155086368909,265.087158203125,99.30288696289062,333.2448425292969,193.39132690429688,695.0,133.0
-1.085095265614807,0.006079464136432885,1.0,37.770189467617605,265.6256103515625,98.50186157226562,332.7552490234375,193.45530700683594,675.0,142.0
-1.3546078337210983,0.03088787495495702,1.0,37.645774805905845,266.1829528808594,98.61859893798828,332.5633239746094,193.61961364746094,715.0,132.0
-1.7179768565445073,0.06507380860386816,1.0,37.81752607993941,266.6074523925781,98.02027893066406,332.8226623535156,193.35293579101562,720.0,117.0
-1.6257847443506346,0.06245139387846715,1.0,38.136970358246955,267.04791259765625,97.48442077636719,332.608642578125,191.95408630371094,724.0,117.0
-1.5056902939418384,-0.006787598670284954,1.0,36.645878292778825,266.90087890625,95.40892791748047,334.0180358886719,190.17977905273438,725.0,145.0
-1.443811879171902,0.119045164939305,3.0,36.414894817721674,267.4610900878906,94.31510925292969,334.13568115234375,188.0931396484375,720.0,90.0
-1.3506181520920504,0.09804960185344733,1.0,34.36067077916226,267.3238220214844,94.16148376464844,333.97967529296875,188.08563232421875,714.0,99.0
-1.3083842787869744,0.16539828266046117,3.0,37.71754359144987,267.97430419921875,93.25947570800781,333.9068908691406,186.83778381347656,706.0,69.0
-1.2641943136612352,0.13686011473528106,3.0,36.91714049324907,268.0462646484375,92.9451675415039,334.1101989746094,185.90040588378906,703.0,80.0
-1.1516424680917612,-0.06717850481335778,1.0,37.97777999112648,269.61944580078125,92.77177429199219,334.14617919921875,185.72972106933594,689.0,167.0
-1.114567270976223,0.08114252367307927,1.0,37.79026750398688,270.0953674316406,93.72199249267578,334.1348876953125,184.73997497558594,683.0,103.0
-0.9128293562933039,-0.2951480236013397,1.0,37.62146259205109,269.96002197265625,93.49490356445312,334.2130126953125,184.62969970703125,623.0,262.0
-1.218041998286271,-0.12419412059086421,1.0,37.8195720584655,270.1880187988281,93.7938232421875,334.32647705078125,185.16500854492188,699.0,192.0
-0.8815329524271287,-0.2157812957431252,1.0,37.80014419610671,270.5220947265625,94.2882308959961,334.555908203125,184.04054260253906,623.0,230.0
-0.9560774944995365,-0.22264692503334949,1.0,37.99704670018571,270.6524353027344,93.77971649169922,335.0832824707031,183.9960479736328,641.0,232.0
-0.800946496789658,-0.15683222501422128,1.0,37.844824008156706,271.3052978515625,93.84516906738281,334.968017578125,183.98695373535156,604.0,205.0
-0.8535399335770878,-0.3444516574941946,0.0,37.39505358321,271.16796875,93.81221008300781,334.5955505371094,183.1995086669922,604.0,282.0
-0.9199225526986753,-0.43724417935582555,0.0,37.817185105040124,271.0261535644531,93.91698455810547,334.7140808105469,183.46435546875,609.0,318.0
-0.8270755691927524,-0.4910533491808765,0.0,37.54098419347332,270.9604797363281,93.28379821777344,335.0068359375,183.38536071777344,578.0,339.0
-1.116307380432481,-0.40258100723957213,0.0,38.2632620852605,272.0835266113281,94.89207458496094,336.2578125,184.97409057617188,656.0,306.0
-1.0256733506343594,-0.4747675864828239,0.0,37.26150456629118,272.7899169921875,95.72704315185547,336.3852233886719,183.42098999023438,628.0,334.0
-0.5619086141951978,-0.18058096403500293,1.0,37.327495216482,270.26043701171875,96.4783706665039,336.9548034667969,186.25912475585938,526.0,218.0
-0.959181142433915,-0.19926943066852496,1.0,33.51769660452145,270.49871826171875,96.45542907714844,338.5682373046875,187.78831481933594,646.0,225.0
-1.21396323391876,-0.1979769985915095,1.0,30.382939267501158,271.4880065917969,96.95046997070312,339.961181640625,186.67269897460938,696.0,225.0
-1.0229167125900183,-0.2044950853594784,1.0,35.93844466531857,270.97265625,97.41017150878906,339.94207763671875,187.72776794433594,660.0,229.0
-1.1494019506666775,-0.3930343736799651,1.0,38.15535764643809,272.3714599609375,98.93054962158203,341.10736083984375,188.73727416992188,665.0,306.0
-0.8370658853899665,-0.4871326434240619,0.0,36.57142857142857,272.78070068359375,99.83582305908203,340.8504638671875,188.65225219726562,586.0,342.0
-1.0414690916918372,-0.5711838716397257,0.0,37.49869470371562,272.8955993652344,99.74959564208984,341.2435302734375,188.6198272705078,615.0,373.0
-0.2922899191194666,-0.4781343547329021,0.0,37.07803148840622,272.8268127441406,99.9318618774414,341.9520568847656,189.17852783203125,415.0,340.0
-1.0134816654800856,-0.5404334157970168,0.0,37.7233104887306,272.74749755859375,100.8384017944336,342.1759033203125,189.4099884033203,617.0,363.0
-1.2454026495354724,-0.5724984079537888,0.0,38.06636172221012,273.4495849609375,100.70222473144531,343.249755859375,189.51612854003906,647.0,375.0
-1.2765355353107168,-0.5076941112522366,0.0,37.8342413855313,273.59686279296875,100.61432647705078,344.3132019042969,189.2471466064453,664.0,351.0
-1.247722129686877,-0.5263183957034877,0.0,37.430427643321195,274.4597473144531,102.1490478515625,344.7259521484375,190.094970703125,658.0,360.0
-0.6473446861777028,-0.5563186390671213,0.0,37.98706685746373,275.4974060058594,100.45059967041016,344.23565673828125,190.10316467285156,527.0,370.0
-0.33324241246605113,-0.5524988671156208,0.0,38.04322863284687,276.0914306640625,100.61980438232422,344.1000061035156,190.72671508789062,429.0,369.0
-0.26006620256172586,-0.5483121115659072,3.0,37.40072227919212,277.27093505859375,102.25936889648438,344.82183837890625,190.23825073242188,403.0,368.0
-0.17709808196139726,-0.5215284341668712,3.0,37.531578288025486,278.5622863769531,102.72198486328125,345.1663818359375,189.9605255126953,376.0,357.0
0.11949364126687434,-0.4995762636174571,2.0,36.914866089895355,278.3400573730469,102.56209564208984,345.3825378417969,190.21511840820312,266.0,350.0
-0.4685965096048923,-0.548810921638079,0.0,36.064212689486766,278.79248046875,102.09491729736328,346.2503967285156,191.23626708984375,476.0,368.0
0.8299427284223316,-0.546521934681156,3.0,38.36861941527315,279.812255859375,102.56568145751953,346.88018798828125,190.80328369140625,43.0,367.0
-0.9015351564263868,-0.5425157414533497,0.0,37.71076126340775,280.7413635253906,101.8023910522461,347.290283203125,192.270263671875,599.0,366.0
-0.6967985223560381,-0.5649462157345421,0.0,37.538632275155955,281.1426086425781,99.85086059570312,347.4993591308594,191.5956268310547,545.0,373.0
-0.2350420756949053,-0.5209878124655851,3.0,37.09475546121872,282.32342529296875,100.04840850830078,347.11083984375,193.38626098632812,400.0,358.0
-0.880667691388962,-0.24338629202234155,1.0,37.54636111359771,283.7629699707031,98.48997497558594,347.15863037109375,194.44851684570312,634.0,249.0
